"customer_id","recency","frequency","monetary","cluster"
12438,125.999305555556,2,2906.85,1
12441,0,1,173.55,1
12442,0,1,172.06,1
12444,149.974305555556,5,5005.46,2
12445,0,1,133.4,1
12446,0,1,1002.31,1
12447,0,1,476.49,1
12448,0,1,449.45,1
12449,164.922916666667,4,4067.29,2
12450,17.0034722222222,2,197.88,1
12451,313.982638888889,5,9035.52,2
12452,0.0993055555555555,2,430.57,1
12453,0,1,707.09,1
12454,0,1,3528.34,1
12455,223.232638888889,6,2466.86,2
12456,210.228472222222,3,3181.04,2
12457,172.761111111111,7,2363.23,2
12458,213.1875,2,947.4,2
12461,60.2736111111111,2,826.88,1
12462,284.76875,2,1189.59,2
12463,188.039583333333,4,1344.78,2
12464,299.002083333333,8,1212.05,2
12465,152.122916666667,2,742.19,1
12468,128.921527777778,2,729.54,1
12471,362.255555555556,30,19824.0499999999,2
12472,336.9875,7,6572.11,2
12473,162.146527777778,5,3938.55,2
12474,312.189583333333,18,7375.79,2
12475,0,1,723.38,1
12476,345.917361111111,11,6816.42,2
12477,278.879166666667,6,13219.74,2
12478,0,1,680.99,1
12479,0,1,527.2,1
12480,307.975694444444,4,3281.63,2
12481,342.927777777778,10,5596.32,2
12483,322.1125,8,2484.98,2
12484,303.897916666667,6,4541.72,2
12488,65.9277777777778,3,1298.66,1
12489,0,1,334.93,1
12490,324.2875,10,5417.93,2
12491,0,1,460.4,1
12492,42.0166666666667,2,263.21,1
12493,31.8083333333333,2,433.74,1
12494,349.91875,7,1246.1,2
12497,0,1,1043.1,1
12498,36.1409722222222,3,403.7,1
12500,310.272222222222,11,4257.82,2
12501,0,1,2169.39,1
12502,214.049305555556,5,3723.87,2
12504,12.0458333333333,2,482.05,1
12506,0,1,73.5,1
12507,164.322916666667,3,1304.81,2
12508,2.96527777777778,2,398.27,1
12509,0,1,176.5,1
12510,182.840972222222,2,982.57,2
12512,0.00138888888888889,2,138.03,1
12513,0,1,612.29,1
12514,0,1,1017.68,1
12515,0,1,383.7,1
12516,102.9,2,1312.06,1
12517,161.952083333333,5,2502.84,2
12518,109.871527777778,5,2056.89,1
12519,0,1,340.84,1
12520,194.158333333333,5,2634.26,2
12521,0,1,599.68,1
12522,12.0340277777778,2,192.72,1
12523,312.133333333333,11,1789.77,2
12524,324.205555555556,8,4485.72,2
12526,93.9097222222222,3,1316.66,1
12527,243.993055555556,3,348.71,2
12528,303.232638888889,6,1933.48,2
12530,277.104166666667,4,1662.28,2
12531,0,1,125.22,1
12532,0,1,349.83,1
12534,0,1,1089.18,1
12535,94.8340277777778,2,716.35,1
12536,15.9777777777778,3,12601.83,1
12538,0,1,363.95,1
12539,311.179861111111,4,5568.35,2
12540,342.077777777778,17,13400.24,2
12541,251.047222222222,3,981.18,2
12544,0,1,372.7,1
12545,184.065972222222,2,1000.39,2
12546,31.1006944444444,2,1161.5,1
12547,82.9944444444444,2,207.8,1
12548,0,1,95.2,1
12550,0,1,964.829999999999,1
12551,0,1,168,1
12552,0.910416666666667,2,437.82,1
12553,321.247222222222,10,3692.28,2
12556,100.979861111111,2,603.71,1
12557,355.19375,5,11990.96,2
12558,0,1,269.96,1
12559,8.98402777777778,2,561.71,1
12560,137.915972222222,3,2134.01,1
12561,0,1,238.85,1
12562,190.191666666667,7,3781.74,2
12564,0,1,456.9,1
12565,0,1,145.92,1
12566,0,1,351.65,1
12567,346.961805555556,10,9401.27999999999,2
12569,250.109027777778,32,4124.69,2
12571,81.9055555555556,2,519.61,1
12572,43.0416666666667,2,1020.42,1
12573,0,1,160.54,1
12574,0,1,218.45,1
12576,268.944444444444,5,1315.83,2
12577,323.877083333333,3,657.8,2
12578,308.913888888889,2,2794.51,2
12579,0,1,440.42,1
12580,0,1,415.7,1
12581,0,1,197.71,1
12582,49.8770833333333,2,511.36,1
12583,370.973611111111,15,7281.37999999999,2
12584,276.763888888889,9,2338.15,2
12585,117.028472222222,2,2040.1,1
12586,0,1,196.94,1
12587,0,1,144,1
12588,0,1,214.9,1
12589,115.926388888889,2,646.68,1
12590,0.00416666666666667,2,9864.26,1
12591,0,1,452.85,1
12592,121.055555555556,2,437.6,1
12593,110.134722222222,3,418.1,1
12594,285.102777777778,10,3338.22,2
12596,190.986111111111,2,618.27,2
12597,248.98125,4,3811.22,2
12598,275.013888888889,8,3023.08,2
12599,275.004166666667,7,1032.58,2
12600,342.897222222222,10,2599.04,2
12601,142.985416666667,5,577.06,1
12602,0,1,153.12,1
12603,0,1,739.2,1
12604,182.084722222222,2,254.18,2
12607,0,1,1579.51,1
12609,240.05625,3,1126.85,2
12610,103.820833333333,5,2099.54,1
12611,0,1,1193.32,1
12612,0,1,704.04,1
12613,204.970138888889,5,3344.38,2
12614,0,1,315.6,1
12615,166.060416666667,4,2291.19,2
12616,202.041666666667,2,713.3,2
12617,0,1,355.53,1
12618,0,1,177.31,1
12619,237.070833333333,9,3641.24,2
12620,189.923611111111,3,1339.41,2
12621,364.047916666667,20,13689.67,2
12622,0,1,180.1,1
12623,0,1,305.1,1
12624,71.1041666666667,2,641.13,1
12625,107.852083333333,2,2683.82,1
12626,303.211805555556,9,6620.48,2
12627,129.922222222222,7,4478.53,2
12628,60.1576388888889,3,786.46,1
12630,34.0048611111111,2,1270.88,1
12631,0,1,640.5,1
12633,229.122222222222,4,2163.98,2
12635,65.0979166666667,2,1689.18,1
12637,256.124305555556,8,6021.9,2
12638,0,1,671.69,1
12639,0,1,486.1,1
12640,57.99375,3,1174.58,1
12641,0,1,185.9,1
12642,82.2361111111111,3,1013.26,1
12643,204.047222222222,6,3344.64,2
12644,0,1,477.91,1
12645,282.979166666667,4,1775.18,2
12646,44.8902777777778,2,1346.97,1
12647,346.954166666667,12,3722.82,2
12648,0,1,318.05,1
12649,105.002777777778,3,623.51,1
12650,0,1,314.44,1
12651,0,1,114,1
12652,0,1,919.98,1
12653,147.991666666667,2,2209.85,1
12654,284.870833333333,5,601.98,2
12656,216.181944444444,5,4051.17,2
12657,67.1715277777778,4,1643.18,1
12658,0,1,686.05,1
12659,0,1,91.68,1
12660,0,1,245.1,1
12662,372.954861111111,11,3849.78,2
12664,314.225694444444,9,4881.88,2
12665,0,1,63,1
12667,0,1,620.13,1
12668,343.923611111111,4,3807.15,2
12669,105.985416666667,3,2744.03,1
12670,222.213194444444,5,2996.05,2
12672,0,1,225.9,1
12673,321.089583333333,2,610.52,2
12674,169.126388888889,4,1970.6,2
12676,286.863888888889,6,1331.39,2
12678,311.086111111111,12,17628.46,2
12679,225.002777777778,4,1113.02,2
12680,112.879166666667,4,862.81,1
12681,353.059027777778,22,13787.54,2
12682,367.834027777778,31,12288.22,2
12683,361.245833333333,15,8476.57,2
12684,205.873611111111,7,2283.63,2
12685,65.1375,6,2863.08,1
12686,0,1,89.14,1
12688,0,1,4873.81,1
12689,101.935416666667,2,1247.61,1
12690,0,1,389.01,1
12691,329.085416666667,6,1035.8,2
12693,192.203472222222,4,855.91,2
12694,112.804166666667,2,869.67,1
12695,203.004861111111,4,582.1,2
12697,140.710416666667,3,957.59,1
12700,207.775694444444,4,4939.99000000001,2
12701,162.90625,2,797.71,1
12702,0,1,219,1
12703,0,1,283.55,1
12704,162.121527777778,8,2340.84,2
12705,341.888194444444,9,6868.29,2
12707,0,1,603.42,1
12708,338.964583333333,10,2712.91,2
12709,351.242361111111,15,9736.51999999999,2
12710,104.913194444444,3,1149.02,1
12712,342.742361111111,13,4396.13,2
12713,0,1,848.55,1
12714,285.201388888889,5,4708.85999999999,2
12715,0,1,353.86,1
12716,129.810416666667,2,1053.49,1
12717,94.1770833333333,2,1030.98,1
12718,0,1,238.25,1
12719,59.9548611111111,2,644.95,1
12720,366.695833333333,25,5781.73,2
12721,323.024305555556,6,2656.13,2
12722,65.1215277777778,4,997.63,1
12723,61.76875,5,725.07,1
12724,327.043055555556,4,1031.41,2
12725,0,1,427.8,1
12726,329.027083333333,7,2609.1,2
12727,309.853472222222,7,3980.7,2
12728,261.083333333333,4,836.33,2
12729,0,1,453.01,1
12731,341.04375,12,18895.91,2
12732,0,1,236.26,1
12733,0,1,383.95,1
12734,0,1,110.4,1
12735,21.9659722222222,2,779.57,1
12736,0,1,234,1
12738,0,1,155.35,1
12739,20.8020833333333,2,1013.04,1
12740,0,1,427.6,1
12743,0.0104166666666667,2,546.43,1
12744,266.911111111111,7,21279.29,2
12747,366.955555555556,11,4196.01,2
12748,372.980555555556,209,33719.7300000003,3
12749,209.771527777778,5,4090.88,2
12750,0,1,275.88,1
12752,0,1,4366.78,1
12753,339.963888888889,6,21429.39,2
12754,72.9368055555556,3,3010.74,1
12755,85.0819444444444,2,3811.95,1
12756,0,1,112.08,1
12757,195.728472222222,13,7857.1,2
12758,159.928472222222,2,2791.59,1
12759,223.277777777778,3,1531.44,2
12762,17.8333333333333,2,1898.52,1
12763,230.934722222222,2,494.08,2
12764,0,1,1693.88,1
12766,362.786805555556,7,6989.63,2
12769,0,1,1143.6,1
12770,0,1,1351.45,1
12772,0,1,892.47,1
12775,294.116666666667,5,1386.04,2
12778,292.871527777778,6,822.23,2
12779,333.91875,8,3981.36,2
12781,221.079166666667,2,826.74,2
12782,352.906944444444,5,2330.92,2
12783,73.0145833333333,6,2225.91,1
12784,6.11458333333333,2,574.42,1
12785,0,1,311.95,1
12787,182.963888888889,3,463.66,2
12789,0,1,91.85,1
12790,0,1,324.92,1
12791,0,1,192.6,1
12792,0,1,400.54,1
12793,36.8736111111111,2,545.48,1
12794,45.1201388888889,2,860.41,1
12795,0,1,430.48,1
12797,0,1,254.03,1
12798,160.236805555556,3,6977.04,2
12802,0,1,427.58,1
12808,331.984722222222,3,483.65,2
12809,0,1,489.31,1
12811,23.7520833333333,3,514.85,1
12812,0,1,229.64,1
12814,0,1,125.92,1
12815,50.8659722222222,2,1063.46,1
12816,80.9701388888889,2,572.2,1
12817,0,1,166.04,1
12818,0,1,1542.08,1
12820,323.109722222222,4,942.34,2
12821,0,1,92.72,1
12822,16.8458333333333,2,948.88,1
12823,221.805555555556,5,1759.5,2
12824,0,1,397.12,1
12826,362.794444444444,7,1474.72,2
12827,38.85625,3,430.15,1
12828,127.686805555556,6,1018.71,1
12829,23.8465277777778,2,293,1
12830,134.042361111111,6,6814.64,2
12831,0,1,215.05,1
12832,65.9875,2,383.03,1
12833,0,1,417.38,1
12834,0,1,312.38,1
12836,252.160416666667,4,2612.86,2
12837,0,1,134.1,1
12838,340.015972222222,2,683.129999999999,2
12839,364.864583333333,14,5591.42,2
12840,82.8805555555556,4,2726.77,1
12841,367.020833333333,25,4022.35,2
12842,238.122916666667,2,1118.99,2
12843,198.896527777778,8,1702.26,2
12844,101.013888888889,2,325.96,1
12845,22.975,4,354.09,1
12847,0,1,871.54,1
12849,237.052083333333,2,1050.89,2
12851,0,1,135.18,1
12852,0,1,311.55,1
12853,181.042361111111,6,1957.1,2
12854,239.944444444444,3,1324.5,2
12855,0,1,38.1,1
12856,55.9263888888889,6,2179.93,1
12857,91.9083333333333,2,1106.4,1
12863,0,1,521.2,1
12864,0,1,147.12,1
12865,97.1805555555556,2,1568.23,1
12866,0,1,559.12,1
12867,333.952083333333,7,4036.82,2
12868,187.911111111111,6,1607.06,2
12871,123.065972222222,2,380.64,1
12872,38.8388888888889,2,599.97,1
12873,0,1,374,1
12875,219.14375,2,343.23,2
12876,138.952777777778,2,2218.02,1
12877,354.921527777778,12,1535.77,2
12878,29.9618055555556,2,854.99,1
12879,47.0090277777778,3,573.22,1
12881,0,1,298,1
12882,24.2055555555556,2,1463.04,1
12883,64.7597222222222,4,703.47,1
12884,0,1,309.05,1
12885,60.0798611111111,3,1175.22,1
12886,151.95,2,1378.4,1
12888,41.0631944444444,2,354.12,1
12890,0,1,380.47,1
12891,107.04375,3,331,1
12893,0,1,188.14,1
12895,44.2194444444444,2,372.8,1
12897,97.0229166666667,2,216.5,1
12901,261.976388888889,28,17654.54,2
12902,0,1,138.68,1
12904,154.052777777778,2,509.58,1
12906,66.7861111111111,5,2919.81,1
12908,136.126388888889,2,750,1
12909,213.994444444444,5,2178.67,2
12910,218.185416666667,8,3075.04,2
12912,37.8888888888889,5,1662.3,1
12913,363.815972222222,5,2483.63,2
12915,223.959027777778,2,363.65,2
12916,181.994444444444,4,3006.15,2
12917,0,1,594,1
12919,161.184027777778,6,1335.19,2
12920,0,1,164.23,1
12921,364.052777777778,37,16587.09,2
12922,0,1,405.38,1
12923,0,1,176.97,1
12924,239.0875,4,933.7,2
12925,70.0041666666667,2,694.05,1
12928,323.94375,5,2062.7,2
12929,0,1,117.85,1
12930,93.0784722222222,2,415.8,1
12931,336.120833333333,15,42055.96,2
12933,259.213888888889,3,607.53,2
12935,317.14375,7,2160.7,2
12936,61.1534722222222,4,1063.9,1
12937,252.031944444444,4,1504.27,2
12938,0,1,114.14,1
12939,270.134027777778,8,11581.8,2
12940,33.0784722222222,2,913.54,1
12942,234.211805555556,3,683.9,2
12944,319.015972222222,2,604.51,2
12945,0,1,462.95,1
12947,229.739583333333,6,1603.99,2
12948,248.286805555556,7,2064.95,2
12949,221.920138888889,8,4167.22,2
12950,21.9784722222222,3,1843,1
12951,322.070138888889,6,1064.07,2
12952,72.7486111111111,4,1387.79,1
12953,0,1,329.85,1
12955,266.309722222222,11,4757.16,2
12956,0,1,108.07,1
12957,329.899305555556,8,4017.54,2
12962,106.095138888889,2,266.39,1
12963,357.153472222222,8,1856.63,2
12965,0,1,771.91,1
12966,0,1,160.18,1
12967,13.3895833333333,2,1660.9,1
12968,0,1,135.95,1
12970,315.018055555556,4,452.24,2
12971,368.818055555556,86,11189.91,3
12974,0,1,144.8,1
12976,0,1,738.6,1
12977,0,1,39.24,1
12980,200.915277777778,9,7374.9,2
12981,103.906944444444,2,372.22,1
12982,0,1,390.54,1
12984,0,1,97.5,1
12985,27.9180555555556,2,1239.38,1
12987,124.002083333333,2,558.7,1
12988,0,1,535.32,1
12989,361.086111111111,15,6924.11,2
12990,278.890277777778,3,409.5,2
12991,89.0381944444444,2,503.76,1
12993,275.055555555556,4,414.76,2
12994,264.3,3,974.42,2
12995,0,1,211.32,1
12997,294.998611111111,4,1226.89,2
12999,49.1236111111111,3,455.88,1
13000,258.011805555556,3,534.85,2
13001,322.0875,13,9818.82000000001,2
13002,0,1,120.95,1
13003,109.102083333333,3,149.05,1
13004,346.129861111111,18,5655.91,2
13005,72.8895833333333,2,513.7,1
13006,0,1,81.57,1
13008,0,1,229.47,1
13011,0,1,50.55,1
13012,285.140277777778,8,1661.84,2
13013,370.10625,13,4810.94,2
13014,270.749305555556,10,3466.28,2
13015,195.952083333333,5,3346.28,2
13016,49.9638888888889,3,789.89,1
13017,0,1,204,1
13018,279.099305555556,28,7277.7,2
13021,354.267361111111,9,2616.38,2
13023,65.2868055555556,2,689.9,1
13026,274.224305555556,5,975.36,2
13027,240.870833333333,6,6912,2
13028,22.8756944444444,2,661.32,1
13029,322.805555555556,3,1247.5,2
13030,356.999305555556,2,799.48,2
13032,34.9680555555556,2,1010.18,1
13033,0,1,190.55,1
13034,314.895138888889,2,642.77,2
13035,186.983333333333,2,921.88,2
13037,118.002777777778,3,881.07,1
13038,210.120833333333,3,908.46,2
13040,24.8645833333333,2,676.99,1
13043,0,1,516.42,1
13044,0,1,560.47,1
13045,0,1,305.28,1
13046,235.703472222222,2,629.31,2
13047,342.147222222222,10,3237.54,2
13048,312.949305555556,4,1835.91,2
13049,253.956944444444,2,656.68,2
13050,351.991666666667,17,5836.86,2
13052,0,1,348.15,1
13055,135.227777777778,3,1214.41,1
13058,127.029166666667,3,271.4,1
13059,0,1,183.4,1
13060,0,1,307.53,1
13061,0,1,248.61,1
13062,0,1,346.98,1
13064,314.951388888889,4,1119.49,2
13065,0,1,205.86,1
13066,7.82708333333333,2,470.8,1
13067,0,1,115.46,1
13068,309.277777777778,2,344,2
13069,368.900694444444,24,4436.11999999999,2
13070,0,1,228.8,1
13072,0,1,177.15,1
13075,0,1,919.61,1
13077,365.184027777778,4,729.27,2
13078,363.270138888889,26,12627.94,2
13079,136.091666666667,5,220.1,1
13080,0,1,58.08,1
13081,359.731944444444,11,28337.38,2
13082,212.023611111111,9,3613.63,2
13083,71.1770833333333,2,303.75,1
13085,137.926388888889,2,416.08,1
13089,366.940972222222,97,58825.8300000001,3
13090,364.202083333333,14,8910.82,2
13091,0,1,345.82,1
13092,288.952083333333,5,477.83,2
13093,97.8847222222222,8,7832.47,1
13094,347.147916666667,12,1927.32,2
13095,0,1,74.4,1
13097,327.8125,10,6010.41999999999,2
13098,316.019444444444,28,28882.44,2
13099,0,1,207.36,1
13101,0,1,101.19,1
13102,363.968055555556,24,6424.09,2
13103,0,1,243.94,1
13104,351.05,6,1098.48,2
13106,0,1,76.5,1
13107,289.1,4,1531.62,2
13108,0,1,350.06,1
13109,97.8055555555556,2,786.54,1
13110,279.9625,7,1488.67,2
13113,365.977777777778,24,12245.96,2
13115,172.849305555556,4,2294.78,2
13116,0,1,501.14,1
13117,350.952083333333,8,984.91,2
13118,269.009722222222,5,1197.81,2
13120,0,1,30.6,1
13121,0,1,283.73,1
13122,146.070138888889,2,922.39,1
13124,269.90625,3,3866.33,2
13126,361.929166666667,8,2099.64,2
13127,0,1,259.17,1
13130,0,1,64,1
13131,164.102083333333,3,1073.3,2
13132,0,1,77.3,1
13133,30.7798611111111,2,109.8,1
13134,154.901388888889,4,1793.58,2
13135,0,1,3096,1
13136,156.0375,5,2607.61,2
13137,298.010416666667,8,3650.41,2
13138,350.075,6,962.39,2
13139,243.08125,7,5064.94,2
13140,258.014583333333,3,423.72,2
13141,230.868055555556,5,2388.75,2
13142,0,1,307.09,1
13144,0,1,110.95,1
13145,332.777083333333,4,618.52,2
13146,0,1,228.91,1
13147,89.0631944444444,4,712.8,1
13148,335.095138888889,12,3707.12,2
13149,274.966666666667,4,1676.06,2
13151,0,1,1257.87,1
13153,0,1,486.22,1
13155,335.122916666667,4,971.76,2
13157,248.990972222222,4,1741.22,2
13158,224.083333333333,4,1201.06,2
13159,106.983333333333,4,1437.85,1
13160,0,1,91.8,1
13161,0,1,112.75,1
13162,212.219444444444,4,1688.29,2
13165,305.040972222222,2,1021.48,2
13166,0,1,417.2,1
13167,125.007638888889,4,791.33,1
13168,281.959027777778,4,1319.19,2
13169,188.907638888889,2,712.88,2
13170,0,1,116.01,1
13171,277.840972222222,3,468.41,2
13173,363.05625,2,353.65,2
13174,352.924305555556,3,2817.03,2
13176,0,1,492.84,1
13177,0,1,282.45,1
13178,334.161111111111,11,5725.47,2
13182,0,1,121.18,1
13183,326.986111111111,9,3957.78,2
13184,275.775694444444,10,1701.29,2
13185,0,1,71.4,1
13186,89.1048611111111,3,1575.89,1
13187,0,1,236.02,1
13188,0,1,114.6,1
13189,96.89375,2,260.68,1
13192,109.969444444444,2,911.94,1
13193,0,1,117.88,1
13194,0,1,60.7,1
13196,250.979166666667,4,1797.78,2
13198,351.241666666667,6,3401.24,2
13199,363.06875,38,9817.12,2
13200,107.03125,4,870.09,1
13203,232.836805555556,4,869.46,2
13207,135.136805555556,2,250.26,1
13208,250.598611111111,6,1223.9,2
13209,331.140972222222,8,5891.61,2
13210,0,1,353.48,1
13211,350.934722222222,3,1197.42,2
13212,41.9111111111111,3,788.08,1
13213,142.972222222222,5,1520.58,1
13216,0,1,333.74,1
13217,34.1416666666667,3,533.98,1
13218,0,1,62.64,1
13220,158.110416666667,4,819.29,2
13221,119.148611111111,2,847.41,1
13223,31.9076388888889,2,163.2,1
13224,91.03125,2,2155.95,1
13225,358.152777777778,7,6463.84,2
13226,0,1,108.21,1
13227,0,1,257.7,1
13228,0,1,358,1
13229,0,1,160.95,1
13230,360.857638888889,14,2806.97,2
13232,230.86875,7,1357.6,2
13233,261.941666666667,2,605.12,2
13235,0,1,1031.07,1
13236,82.1611111111111,2,744.85,1
13238,343.041666666667,4,700.73,2
13239,0,1,329.56,1
13240,269.054861111111,4,663.65,2
13242,101.01875,3,270.4,1
13243,0,1,600.07,1
13244,0,1,121.74,1
13245,0,1,430.5,1
13246,312.134722222222,6,1987.3,2
13247,64.9777777777778,4,501.12,1
13248,64.9826388888889,2,465.68,1
13249,168.916666666667,3,711.41,2
13253,182.768055555556,2,1030.4,2
13255,364.052777777778,2,399.51,2
13258,193.847222222222,3,698.58,2
13259,0,1,292.32,1
13260,0,1,557.62,1
13261,17.0701388888889,2,944.1,1
13262,0,1,200.29,1
13263,323.894444444444,35,7454.06999999996,2
13265,220.213888888889,5,2107.66,2
13266,245.184027777778,12,3834.26,2
13267,364.077777777778,19,4521.49,2
13268,249.938194444444,11,3214.69,2
13269,368.126388888889,15,5346.23,2
13270,0,1,590,1
13271,0,1,217.38,1
13272,58.0791666666667,2,276.56,1
13273,0,1,138.98,1
13276,36.1118055555556,2,590.93,1
13277,117.96875,4,258.4,1
13278,0,1,542.73,1
13279,0,1,137.75,1
13280,214.836111111111,3,814.86,2
13282,202.145833333333,3,1132.14,2
13283,125.882638888889,2,93.66,1
13284,0,1,201.19,1
13285,266.8375,4,2709.12,2
13291,0,1,361.11,1
13292,245.794444444444,2,578.94,2
13294,59.8451388888889,2,873.74,1
13295,0,1,201.2,1
13296,0,1,87.4,1
13297,59.7666666666667,4,2089.85,1
13298,0,1,360,1
13299,0,1,142.5,1
13300,0,1,371.89,1
13301,188.925,4,618.09,2
13302,0,1,63.75,1
13304,0,1,300.42,1
13305,368.128472222222,10,2000.86,2
13307,0,1,15,1
13308,180.845833333333,3,1385.51,2
13309,301.170138888889,5,1456.79,2
13310,296.10625,3,1132.03,2
13311,145.936805555556,2,598.57,1
13313,317.283333333333,5,1555.32,2
13314,72.0895833333333,3,775.94,1
13316,217.027083333333,4,5977.73,2
13317,292.175694444444,6,2273.68,2
13318,36.2256944444444,3,640.76,1
13319,360.145833333333,26,10845.55,2
13320,135.318055555556,4,1548.7,1
13321,14.0041666666667,2,567.36,1
13322,0,1,199.48,1
13323,81.1590277777778,5,787.85,1
13324,324.276388888889,10,7121.94999999999,2
13325,0,1,675.3,1
13327,326.784027777778,8,3627.77,2
13328,0,1,1308.48,1
13329,335.0125,2,789,2
13330,223.096527777778,3,1140.93,2
13332,0,1,350.9,1
13334,223.152083333333,3,3536.82,2
13336,0,1,795.12,1
13338,0,1,487.02,1
13339,0,1,860.12,1
13340,231.066666666667,7,10736.48,2
13341,0,1,775.85,1
13343,0,1,353.43,1
13344,209.970138888889,3,2543.72,2
13345,0,1,389.5,1
13347,0,1,341.36,1
13348,0,1,233.76,1
13349,0,1,247.32,1
13350,63.125,2,979.12,1
13351,0,1,373.94,1
13352,0,1,397.98,1
13354,0,1,743.53,1
13355,0,1,674.7,1
13356,0,1,768.24,1
13357,0,1,609.95,1
13358,0,1,439.03,1
13359,0,1,439.56,1
13362,278.130555555556,4,3090.74,2
13363,26.0791666666667,2,992.5,1
13364,0,1,134.96,1
13365,184.025,2,2225.37,2
13366,0,1,56.16,1
13368,80.89375,2,623.4,1
13369,0,1,308.28,1
13370,0,1,754.87,1
13372,0,1,378.64,1
13373,215.844444444444,3,3312.25,2
13375,0,1,778.65,1
13376,135.134027777778,3,1019.76,1
13379,110.054861111111,3,572.56,1
13381,267.075,6,3639.31,2
13382,0,1,222.99,1
13384,147.928472222222,7,4151.93,2
13385,0,1,534.57,1
13388,0,2,677.1,1
13389,221.075694444444,3,797.96,2
13390,0,1,544.08,1
13391,0,1,59.8,1
13394,308.039583333333,8,2520.02,2
13395,0,1,307.72,1
13396,290.140277777778,2,1360.99,2
13397,266.879166666667,5,1544.13,2
13398,0,1,457.34,1
13402,244.94375,2,621.23,2
13403,0,1,75,1
13404,211.152777777778,2,252.49,2
13405,243.315277777778,3,572.451,2
13408,371.934722222222,62,28117.04,3
13410,267.038194444444,5,1003.06,2
13411,0,1,213.55,1
13414,162.980555555556,3,1390.5,2
13416,37.7590277777778,2,712.5,1
13417,200.682638888889,2,640.83,2
13418,360.984722222222,18,6127.43,2
13419,0,1,221.06,1
13420,20.8840277777778,2,159.85,1
13421,249.940972222222,2,1851.08,2
13422,0,1,2626.3,1
13425,186.360416666667,3,1624.21,2
13426,358.844444444444,10,3641.32,2
13427,195.877777777778,3,582.6,2
13428,0,1,218.47,1
13429,64.7159722222222,4,1006.8,1
13430,67.7451388888889,2,679.45,1
13431,21.1,2,1269.1,1
13434,22.1631944444444,2,534.24,1
13435,183.901388888889,7,3809.89,2
13436,0,1,196.89,1
13437,175.979166666667,7,3408.06,2
13439,0,1,283.71,1
13441,0,1,296.64,1
13447,12.1444444444444,3,1129.14,1
13448,357.070138888889,6,3539.37,2
13449,0,1,291.88,1
13450,191.670833333333,6,2043.72,2
13451,308.015972222222,5,2976.15,2
13452,11.1118055555556,2,590,1
13453,123.993055555556,2,356.98,1
13455,341.923611111111,2,1058.34,2
13456,189.738888888889,6,1766.72,2
13458,352.141666666667,14,9646.57,2
13460,20.3104166666667,2,183.44,1
13461,124.943055555556,3,1445,1
13462,0,1,151.5,1
13464,0,1,674.68,1
13466,0,1,307.9,1
13467,25.7118055555556,2,1083.71,1
13468,371.813194444444,37,5704.97,2
13470,15.9104166666667,2,165,1
13471,46.1069444444444,4,2531.58,1
